epoch,accuracy,loss,val_accuracy,val_loss
0,0.888702392578125,0.00022365461336448789,0.87274169921875,0.001809398178011179
1,0.8867568969726562,0.0002226274664280936,0.8385009765625,0.0018170245457440615
2,0.885711669921875,0.0002230742247775197,0.869140625,0.001770953880622983
3,0.8885345458984375,0.00022339270799420774,0.8721923828125,0.0018110022647306323
4,0.8889236450195312,0.00021970791567582637,0.87847900390625,0.0017881713574752212
5,0.8890457153320312,0.0002251718397019431,0.87261962890625,0.0018729454604908824
6,0.89111328125,0.00022398526198230684,0.84539794921875,0.001806876389309764
7,0.8865890502929688,0.0002206077188020572,0.8701171875,0.0018137031001970172
8,0.8910140991210938,0.0002239757013740018,0.8560791015625,0.0018245246028527617
9,0.892425537109375,0.00021961929451208562,0.8902587890625,0.0018020177958533168
10,0.8922271728515625,0.0002240910689579323,0.85174560546875,0.0018626571400091052
11,0.8917236328125,0.00021863097208552063,0.88336181640625,0.0018839110853150487
12,0.8914260864257812,0.0002237277221865952,0.88824462890625,0.001814010669477284
13,0.89190673828125,0.00022195979545358568,0.8831787109375,0.0018555771093815565
14,0.89349365234375,0.00022228487068787217,0.867919921875,0.0018067526398226619
15,0.891845703125,0.00022121159418020397,0.85723876953125,0.001853204215876758
16,0.8926849365234375,0.00021948592620901763,0.86602783203125,0.0018153382698073983
17,0.8902816772460938,0.0002209267404396087,0.8824462890625,0.001826660824008286
18,0.8934249877929688,0.00021930839284323156,0.88507080078125,0.0018735453486442566
19,0.8937606811523438,0.0002198953734477982,0.88568115234375,0.0018161054467782378
20,0.892303466796875,0.00022418856678996235,0.8876953125,0.0018122656038030982
21,0.8951339721679688,0.00021888717310503125,0.8714599609375,0.001858766539953649
22,0.8960952758789062,0.00021880766144022346,0.89501953125,0.0017601946601644158
23,0.8907470703125,0.00022791924129705876,0.8768310546875,0.0018612898420542479
24,0.8925628662109375,0.00021613636636175215,0.876953125,0.0017375338356941938
25,0.8927993774414062,0.00022330554202198982,0.87359619140625,0.0017963701393455267
26,0.894683837890625,0.00021774462948087603,0.87713623046875,0.0018457969417795539
27,0.8924560546875,0.00022437062580138445,0.868408203125,0.0018468439811840653
28,0.8927993774414062,0.00022188297589309514,0.87127685546875,0.0017952561611309648
29,0.8935470581054688,0.0002181332529289648,0.87420654296875,0.0018166432855650783
30,0.8965606689453125,0.0002203515759902075,0.876953125,0.0018729646690189838
31,0.8954620361328125,0.0002188174839830026,0.886474609375,0.0017877203645184636
