epoch,accuracy,loss,val_accuracy,val_loss
0,0.8531112670898438,0.00025020065368153155,0.82611083984375,0.0018234647577628493
1,0.850738525390625,0.0002452404878567904,0.8453369140625,0.001820197096094489
2,0.8531570434570312,0.0002496990782674402,0.87249755859375,0.0018585697980597615
3,0.85565185546875,0.00024650475825183094,0.874267578125,0.002045162720605731
4,0.8567276000976562,0.000244719791226089,0.85009765625,0.0017959203105419874
5,0.854644775390625,0.00024440744891762733,0.84722900390625,0.0018565887585282326
6,0.8544692993164062,0.00024594238493591547,0.8447265625,0.0017898747464641929
7,0.8520889282226562,0.0002479698450770229,0.85943603515625,0.0018026959151029587
8,0.8545074462890625,0.0002464608696755022,0.818359375,0.0017922717379406095
9,0.85565185546875,0.0002447741571813822,0.8353271484375,0.0017898287624120712
10,0.8528671264648438,0.00024371076142415404,0.84942626953125,0.001806942862458527
11,0.8537216186523438,0.0002446893777232617,0.84368896484375,0.0018617975292727351
12,0.8572311401367188,0.000248617900069803,0.86773681640625,0.0017896309727802873
13,0.8554611206054688,0.0002461918047629297,0.83740234375,0.001780109480023384
14,0.8624649047851562,0.00024669861886650324,0.862060546875,0.0018299025250598788
15,0.8542938232421875,0.00024552526883780956,0.82513427734375,0.0018130600219592452
16,0.8567352294921875,0.00024641744676046073,0.86090087890625,0.0017913049086928368
17,0.857879638671875,0.00024083384778350592,0.85064697265625,0.0017905222484841943
18,0.86053466796875,0.0002482779964338988,0.8629150390625,0.0017916752258315682
19,0.8636016845703125,0.00024600650067441165,0.8343505859375,0.0017953130882233381
20,0.8600006103515625,0.0002420477248961106,0.8707275390625,0.0018602132331579924
21,0.859039306640625,0.00024221483909059316,0.84796142578125,0.0018138737650588155
22,0.857757568359375,0.00024382658011745661,0.82769775390625,0.0017748945392668247
23,0.8634796142578125,0.00024082053278107196,0.8468017578125,0.0018608825048431754
24,0.8618087768554688,0.0002464486169628799,0.86199951171875,0.0017724630888551474
25,0.8643951416015625,0.00024055565882008523,0.83697509765625,0.00178740662522614
26,0.8617477416992188,0.00023997094831429422,0.8341064453125,0.0018527397187426686
27,0.8623275756835938,0.00024346637655980885,0.87261962890625,0.001817577169276774
28,0.8651123046875,0.00024083595781121403,0.8704833984375,0.0017643170431256294
