epoch,accuracy,loss,val_accuracy,val_loss
0,0.0095367431640625,0.00969128217548132,0.00140380859375,0.0031136071775108576
1,0.0014190673828125,0.002728820312768221,0.0013427734375,0.002833767095580697
2,0.00154876708984375,0.0024317593779414892,0.0074462890625,0.002718856791034341
3,0.00194549560546875,0.0022406824864447117,0.0029296875,0.0022875394206494093
4,0.0020294189453125,0.0020962662529200315,0.0015869140625,0.00221741059795022
5,0.0018768310546875,0.001977410400286317,0.0001220703125,0.0025929580442607403
6,0.00162506103515625,0.0018740629311650991,0.00048828125,0.0020979689434170723
7,0.00133514404296875,0.001797189936041832,0.00164794921875,0.0019841762259602547
8,0.00124359130859375,0.0017139597330242395,0.0047607421875,0.002312196884304285
9,0.0012054443359375,0.0016499689081683755,0.00140380859375,0.0018400938715785742
10,0.00125885009765625,0.0016036620363593102,0.00189208984375,0.0019615329802036285
11,0.0010833740234375,0.0015417506219819188,0.00079345703125,0.0018339105881750584
12,0.0009307861328125,0.0014995469246059656,0.00079345703125,0.0022888141684234142
13,0.001007080078125,0.0014461688697338104,0.000244140625,0.0017069672467187047
14,0.0009307861328125,0.0014171928633004427,0.00262451171875,0.0021011026110500097
15,0.00092315673828125,0.0013820517342537642,0.0008544921875,0.0017039687372744083
16,0.00089263916015625,0.0013449261896312237,0.000244140625,0.0016064464580267668
17,0.00077056884765625,0.0013059567427262664,0.0015869140625,0.0016233541537076235
18,0.0011138916015625,0.001281583565287292,0.000732421875,0.001860515563748777
19,0.00113677978515625,0.001238109776750207,0.0013427734375,0.0016824972117319703
20,0.00115966796875,0.0012154626892879605,0.00091552734375,0.0015949042281135917
21,0.00098419189453125,0.0011979981791228056,0.00274658203125,0.002025302266702056
22,0.001190185546875,0.0011582074221223593,0.00079345703125,0.0015415129018947482
23,0.00124359130859375,0.0011370551073923707,0.00201416015625,0.0015888008056208491
24,0.001434326171875,0.0011110970517620444,0.00341796875,0.0016432013362646103
25,0.00154876708984375,0.001088951830752194,0.00115966796875,0.0016272715292870998
26,0.00153350830078125,0.001063430099748075,0.002685546875,0.0016586215933784842
27,0.00182342529296875,0.0010365312919020653,0.001708984375,0.0016723378794267774
28,0.00196075439453125,0.001021769130602479,0.00115966796875,0.0016039647161960602
29,0.00197601318359375,0.00100030773319304,0.0045166015625,0.0018126006470993161
30,0.002288818359375,0.0009794834768399596,0.00146484375,0.0017273545963689685
31,0.00254058837890625,0.0009564923821017146,0.00347900390625,0.0016137963393703103
32,0.00289154052734375,0.0009390960331074893,0.00592041015625,0.0016635775100439787
33,0.002838134765625,0.0009229956194758415,0.00396728515625,0.001620350405573845
34,0.00351715087890625,0.000908545742277056,0.0052490234375,0.0016466944944113493
35,0.0041351318359375,0.0008966867462731898,0.005859375,0.0016265021404251456
36,0.00493621826171875,0.0008754096343182027,0.00433349609375,0.0017052124021574855
37,0.0053558349609375,0.0008569514029659331,0.00592041015625,0.0017047763103619218
38,0.00583648681640625,0.0008423690451309085,0.0274658203125,0.0034984492231160402
39,0.0071258544921875,0.000829704396892339,0.00616455078125,0.001621024333871901
40,0.0080108642578125,0.0008185411570593715,0.0096435546875,0.0016038548201322556
41,0.00945281982421875,0.0007979014189913869,0.01593017578125,0.001797017059288919
42,0.00897216796875,0.0007876701420173049,0.0135498046875,0.0016719417180866003
43,0.011444091796875,0.000782382267061621,0.011962890625,0.0016547117847949266
44,0.01212310791015625,0.0007628112798556685,0.02459716796875,0.0017125059384852648
45,0.01540374755859375,0.00075373804429546,0.01837158203125,0.0016880612820386887
46,0.01677703857421875,0.0007451134733855724,0.02008056640625,0.0018018940463662148
47,0.02020263671875,0.0007283599115908146,0.0186767578125,0.0016763530438765883
48,0.02352142333984375,0.0007173371850512922,0.0501708984375,0.0017361115897074342
49,0.02465057373046875,0.0007120525697246194,0.01605224609375,0.0017055553616955876
50,0.029205322265625,0.0007034906884655356,0.02264404296875,0.0016305812168866396
51,0.03066253662109375,0.0006928677903488278,0.057373046875,0.002179310657083988
52,0.03363037109375,0.00067398592364043,0.0279541015625,0.0020229758229106665
53,0.03790283203125,0.0006692971219308674,0.02099609375,0.0016313147498294711
54,0.043365478515625,0.0006533547420985997,0.04022216796875,0.0016709353076294065
55,0.048431396484375,0.0006531437975354493,0.05224609375,0.001656040665693581
56,0.05495452880859375,0.0006415609968826175,0.0828857421875,0.0018094981787726283
57,0.057830810546875,0.0006362692220136523,0.07269287109375,0.001814372604712844
58,0.0639801025390625,0.0006372184143401682,0.071533203125,0.0017636216944083571
59,0.06717681884765625,0.0006140670739114285,0.08575439453125,0.0017575676320120692
60,0.07186126708984375,0.0006173558067530394,0.1055908203125,0.0017288747476413846
61,0.08715057373046875,0.000607259979005903,0.065673828125,0.0017494563944637775
62,0.09009552001953125,0.000599617778789252,0.09674072265625,0.0017316677840426564
63,0.0921478271484375,0.0005942758289165795,0.09027099609375,0.0017006113193929195
64,0.097076416015625,0.0005847826250828803,0.09808349609375,0.0017100065015256405
65,0.10956573486328125,0.0005843183607794344,0.119873046875,0.0016967518022283912
66,0.1258087158203125,0.0005785203538835049,0.1241455078125,0.001714139012619853
67,0.1211395263671875,0.000564920948818326,0.1175537109375,0.0017684464110061526
