epoch,accuracy,loss,val_accuracy,val_loss
0,0.30245208740234375,0.00047670272761024535,0.30352783203125,0.0017809505807235837
1,0.3097686767578125,0.0004775355337187648,0.28076171875,0.001780117629095912
2,0.31392669677734375,0.00046014244435355067,0.4251708984375,0.0017730396939441562
3,0.32660675048828125,0.0004640134866349399,0.31036376953125,0.0017560695996508002
4,0.34978485107421875,0.0004679658741224557,0.44110107421875,0.0017332287970930338
5,0.3414459228515625,0.0004585846036206931,0.49542236328125,0.0018001982243731618
6,0.3500823974609375,0.000455120753031224,0.23614501953125,0.001787515007890761
7,0.3558349609375,0.00045092724030837417,0.37335205078125,0.0017997667891904712
8,0.37549591064453125,0.00044081732630729675,0.3106689453125,0.0016920638736337423
9,0.3795013427734375,0.0004540970257949084,0.40155029296875,0.0017320294864475727
10,0.38520050048828125,0.0004462683864403516,0.43310546875,0.001836461597122252
11,0.3927154541015625,0.0004412311245687306,0.40972900390625,0.0019555427134037018
12,0.3961181640625,0.0004373201518319547,0.39349365234375,0.0017442354001104832
13,0.405792236328125,0.00042679710895754397,0.3616943359375,0.0018391902558505535
14,0.4128875732421875,0.00043490566895343363,0.39752197265625,0.0018819932593032718
15,0.42352294921875,0.00042749056592583656,0.598388671875,0.0018178330501541495
16,0.41619873046875,0.00042990135261788964,0.3848876953125,0.0017875763587653637
17,0.4261627197265625,0.00043066509533673525,0.45318603515625,0.001779833692125976
18,0.43488311767578125,0.0004196111985947937,0.35565185546875,0.0018129786476492882
19,0.44635009765625,0.00041883994708769023,0.388427734375,0.001733381301164627
20,0.4496612548828125,0.000415117887314409,0.42498779296875,0.0017762960633262992
21,0.45821380615234375,0.0004179597890470177,0.53387451171875,0.0018182647181674838
22,0.4564971923828125,0.0004100744263269007,0.4296875,0.0017219503642991185
23,0.46669769287109375,0.00041204303852282465,0.4837646484375,0.001780776772648096
24,0.4721221923828125,0.0004061884537804872,0.37786865234375,0.0017569197807461023
25,0.478424072265625,0.0004141567915212363,0.4639892578125,0.0017910214373841882
26,0.48201751708984375,0.0004028208495583385,0.5028076171875,0.0017808981938287616
27,0.47739410400390625,0.00040111111593432724,0.53350830078125,0.0017883970867842436
28,0.496185302734375,0.00039832841139286757,0.4483642578125,0.0017234872793778777
29,0.49407196044921875,0.0003958599700126797,0.413330078125,0.0017869977746158838
30,0.5051727294921875,0.00039727811235934496,0.50201416015625,0.0018747480353340507
31,0.5054855346679688,0.0003971894911956042,0.47589111328125,0.001706802868284285
32,0.5139541625976562,0.0003914078406523913,0.49566650390625,0.0017474173801019788
